a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,a65,a66,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,
1.904965,2.213813,3.317972,3.975341,4.962920,5.271157,6.363720,6.982940,7.621693,8.157598,8.431043,8.590960,9.244057,9.186071,9.468368,9.376202,9.752495,9.408246,9.539171,9.282815,9.035920,8.865322,8.221686,8.054445,7.567675,6.933195,6.061281,5.460982,5.185705,3.934141,3.356120,2.835475,1.863765,0.881680,0.284127,-0.653706,-1.361126,-2.467727,-3.338420,-4.079714,-4.670858,-5.385296,-6.463210,-6.950896,-7.200842,-7.983642,-8.087405,-8.801538,-8.980987,-9.402142,-9.795831,-9.754631,-9.932554,-9.391156,-9.273659,-9.332865,-9.271523,-8.618122,-8.391064,-7.692801,-7.174291,-6.927396,-6.364330,-5.366070,-4.861599,-3.881649,-3.397320,-2.688070,-1.950743,-0.822474,-0.313730,0.803247,1.356243,2.619404,3.209937,4.012574,4.990692,5.727714,5.898618,7.090060,
1.725211,2.233650,3.114719,3.893246,5.017548,5.643483,6.498917,6.558733,7.640919,7.675100,8.367260,8.703574,9.379254,9.221473,9.797662,9.712821,9.550462,9.493698,9.345378,9.348125,8.910489,8.575396,8.131046,7.921690,7.446211,6.648457,6.252327,5.441145,4.601886,4.258553,3.205969,2.437513,1.576586,1.090121,0.325938,-1.094089,-1.553087,-2.376476,-3.071993,-4.130070,-4.639424,-5.258034,-6.236763,-6.995758,-7.650380,-7.925352,-8.121891,-8.962065,-8.987701,-9.059420,-9.718009,-9.441206,-9.784234,-9.932249,-9.678945,-9.457991,-8.935209,-8.631855,-8.445692,-7.963500,-7.514267,-6.866970,-6.371349,-5.886410,-4.934843,-4.281137,-3.251747,-2.292245,-1.902524,-1.105380,0.228278,0.857265,1.467940,2.707602,3.122959,3.968627,4.521928,5.446638,6.414991,6.810816,
1.796319,2.701804,3.066805,3.947264,4.954985,5.791498,6.336253,6.640217,7.601856,8.088931,8.548235,8.581500,9.020356,9.234291,9.608448,9.465011,9.420148,9.908444,9.833064,9.265419,9.238868,8.991363,8.421583,7.852412,7.411420,6.769005,6.530351,5.753349,5.141453,4.152348,3.629261,2.773827,1.623890,0.783105,0.151677,-0.694601,-1.534471,-2.406690,-3.075655,-4.168828,-4.946745,-5.305033,-6.417432,-6.932279,-7.186499,-8.024232,-8.533891,-8.741417,-9.380169,-9.527268,-9.403058,-9.554735,-9.507736,-9.502548,-9.561144,-9.157994,-8.959014,-8.811304,-8.162786,-7.865841,-7.402570,-7.134922,-6.374096,-5.576647,-4.922636,-3.960997,-3.089694,-2.767724,-1.873531,-0.932951,-0.292978,1.090121,1.377606,2.700583,3.331400,3.912168,4.766381,5.497299,6.024354,6.888028,
1.590930,2.518387,3.116245,4.181951,5.036775,5.548570,6.318857,6.669820,7.472762,8.014466,8.571734,8.700217,8.933988,9.344768,9.683523,9.453719,9.992981,9.675588,9.374371,9.586779,9.360942,8.513138,8.435316,8.189947,7.727897,6.820582,6.161077,5.468612,4.585711,4.290597,3.145543,2.453993,1.471297,0.682089,0.238960,-1.021760,-1.612598,-2.215339,-3.233436,-3.776055,-4.957121,-5.314188,-6.195868,-6.919462,-7.337260,-7.876522,-8.191473,-8.967254,-9.384136,-9.210486,-9.792474,-9.803156,-9.583422,-9.643239,-9.754021,-9.362163,-8.860744,-9.084445,-8.114872,-8.213752,-7.602466,-6.622517,-6.154057,-5.525376,-5.066378,-4.279000,-3.396405,-2.790613,-1.840876,-0.953398,0.012818,0.798364,1.488388,2.305063,3.156224,3.949400,4.600665,5.667287,6.507462,6.947539,
1.726737,2.549516,3.308206,4.328135,4.663533,5.532701,6.336558,6.544694,7.653737,7.769707,8.326975,8.660543,8.912320,9.594409,9.840999,9.792779,9.821162,9.859310,9.821467,9.425031,9.329203,8.800928,8.536943,8.008667,7.667470,6.906644,6.277963,5.857418,4.917142,4.143803,3.285318,2.455214,1.879330,0.624409,0.120548,-0.804468,-1.607410,-2.326731,-3.230079,-4.327219,-4.652242,-5.621815,-6.120792,-6.642048,-7.455672,-8.206427,-8.577532,-8.622700,-8.954741,-9.124424,-9.397565,-9.383526,-9.627369,-9.685965,-9.318216,-9.119541,-9.000824,-8.651692,-8.657491,-8.072146,-7.525864,-7.075411,-6.531571,-5.502487,-4.762719,-4.326609,-3.052461,-2.250435,-1.743217,-0.732444,-0.215155,0.635090,1.736503,2.631916,3.110752,4.210028,4.628132,5.365459,5.981628,6.807764,
1.640980,2.401502,3.268227,4.179205,4.848781,5.721000,6.402783,6.993927,7.252113,7.950377,8.670309,8.762169,9.048433,9.121982,9.609973,9.664602,9.650563,9.738762,9.379559,9.231544,9.385662,8.547624,8.389538,7.887814,7.383953,6.883755,6.354869,5.364849,4.594562,4.155400,3.264565,2.299265,1.978515,1.137425,0.258797,-0.959502,-1.373943,-2.554704,-3.078707,-3.815729,-4.556719,-5.535752,-6.224860,-6.735130,-7.641835,-8.092288,-8.313547,-8.673360,-9.302652,-9.518723,-9.625233,-9.605396,-9.517808,-9.378338,-9.667043,-9.422285,-9.307230,-8.610797,-8.653829,-7.980895,-7.558519,-6.717429,-6.291391,-5.384381,-4.888150,-4.155400,-3.459273,-2.473830,-1.405988,-0.775475,-0.115360,0.582904,1.666005,2.368847,3.174535,4.024171,4.853359,5.797601,6.173284,6.855983,
1.466109,2.595599,3.475448,3.965575,4.695273,5.823542,6.128727,6.952116,7.158422,8.005310,8.500015,8.580279,9.212317,9.536729,9.504379,9.495224,9.497971,9.583728,9.284951,9.368877,8.835719,8.656270,8.229011,7.888424,7.389142,6.736351,6.083865,5.385296,4.627522,4.313791,3.059175,2.225105,1.744438,0.813318,-0.280770,-0.616779,-1.929075,-2.230293,-3.043306,-4.280221,-5.062410,-5.361492,-5.947447,-6.609394,-7.471541,-8.190863,-8.486587,-8.691061,-9.218726,-9.502243,-9.303873,-9.916074,-9.918821,-9.709159,-9.689932,-9.232459,-9.200415,-8.581194,-8.401746,-7.780999,-7.184973,-7.075411,-6.307871,-5.379498,-4.724265,-4.401990,-3.063753,-2.251045,-1.665700,-0.954924,-0.128178,0.931730,1.702322,2.356944,3.468734,4.095889,4.756920,5.540635,6.495865,6.622517,
1.504868,2.543718,3.539232,4.129765,5.069735,5.660573,5.999023,6.934416,7.719657,7.810297,8.430128,8.538774,9.124729,9.295633,9.299295,9.528184,9.924619,9.828791,9.676809,9.286782,9.123508,9.013642,8.339488,7.927183,7.426679,6.950591,6.047548,5.837886,5.052644,3.929868,3.481857,2.365490,1.472213,0.885037,-0.152593,-0.944243,-1.776482,-2.224799,-3.565477,-4.227424,-4.553972,-5.426191,-6.462905,-7.075106,-7.717826,-7.961974,-8.372143,-8.879360,-9.198279,-9.069796,-9.406720,-9.925535,-9.805597,-9.533677,-9.278848,-9.306619,-9.318216,-8.729820,-8.355358,-8.037965,-7.314066,-6.605731,-6.469924,-5.652638,-4.882962,-4.112369,-3.284097,-2.259896,-1.894284,-0.733665,-0.120243,0.851161,1.429182,2.364269,3.131809,3.879513,4.570452,5.717948,6.522416,6.956389,
1.704154,2.722556,3.472396,3.901181,5.076754,5.535752,6.246223,7.012238,7.616199,8.045289,8.467971,9.086886,9.032563,9.475997,9.305399,9.601733,9.711600,9.648732,9.673757,9.097262,9.106418,8.864711,8.528092,8.151799,7.148350,7.091586,5.995972,5.542161,5.006561,3.810541,3.254799,2.522050,1.852168,0.800501,0.143742,-0.571917,-1.629994,-2.776574,-3.388165,-4.258858,-4.733116,-5.705130,-6.402478,-6.969207,-7.278665,-7.694327,-8.360546,-8.498184,-8.967559,-9.325236,-9.378643,-9.632252,-9.990234,-9.397259,-9.852290,-9.419538,-9.041719,-8.796655,-8.453627,-7.868282,-7.202673,-6.917631,-6.205634,-5.350200,-4.830470,-3.967406,-3.033540,-2.291330,-1.726737,-0.590533,0.088809,0.567644,1.462447,2.662435,3.393658,4.353160,4.752037,5.574511,6.061892,6.799829,
1.731315,2.649312,3.166906,4.071474,5.135044,5.411847,6.325877,6.587725,7.534715,8.166143,8.686789,8.673055,9.184240,9.352092,9.843135,9.521165,9.535203,9.733879,9.849544,9.349651,9.331034,8.989227,8.199713,8.114872,7.387616,6.776635,6.121097,5.590686,4.602802,4.234748,3.285928,2.539140,1.644337,0.998260,0.136418,-0.618610,-1.940977,-2.513504,-3.081759,-4.294870,-5.145116,-5.445418,-5.980712,-6.977752,-7.300027,-8.130131,-8.681600,-9.089328,-9.206824,-9.107028,-9.459517,-9.646901,-9.445479,-9.361858,-9.480880,-9.190344,-8.818628,-8.917508,-8.642842,-8.163701,-7.382427,-6.998505,-6.208075,-5.825373,-4.614093,-4.107791,-3.446455,-2.673421,-1.582995,-1.046175,0.203558,1.137730,1.725211,2.600177,3.451338,4.195685,4.860378,5.851619,6.433302,7.162999,
1.648305,2.456130,3.069857,4.369640,4.652242,5.285806,6.191595,6.569109,7.245705,7.983032,8.701743,8.920255,9.303568,9.170202,9.519333,9.435713,9.641713,9.664296,9.306314,9.605090,9.107639,9.076205,8.232978,7.751091,7.235939,6.650594,5.931272,5.527207,5.006256,4.127323,3.144017,2.679220,1.953795,0.881069,0.059511,-0.715354,-1.621754,-2.280648,-3.168737,-4.400769,-4.901883,-5.791498,-6.321299,-6.863002,-7.502365,-7.690054,-8.129826,-8.701437,-9.077120,-9.413739,-9.409772,-9.618824,-9.431135,-9.830622,-9.412214,-9.508042,-8.890042,-8.651692,-8.202765,-8.216498,-7.182836,-7.040010,-5.959044,-5.463118,-4.785913,-4.359264,-3.602710,-2.697836,-1.394696,-1.086154,0.125431,0.624104,1.523179,2.779321,3.543504,4.359264,4.831385,5.562609,6.342357,6.700034,
1.987671,2.666097,3.056734,3.836482,5.099033,5.562914,6.369518,6.744896,7.475814,8.032777,8.344676,9.001434,9.266640,9.321574,9.500717,9.613330,9.922178,9.486373,9.351176,9.411908,8.984649,8.697165,8.654134,7.750175,7.716910,6.961272,6.127201,5.519272,4.907376,3.834651,3.533128,2.199164,1.506088,0.993377,-0.274667,-1.031831,-1.570177,-2.363659,-3.447981,-4.409619,-5.008698,-5.809503,-6.380200,-6.887417,-7.304910,-8.098392,-8.189032,-8.714560,-9.144871,-9.428694,-9.636219,-9.659719,-9.818110,-9.372539,-9.796136,-9.155248,-9.214454,-9.005097,-8.671529,-7.743767,-7.658010,-6.861782,-6.055177,-5.304422,-5.127415,-3.856624,-3.452864,-2.644124,-1.730094,-0.787683,0.029908,1.070284,1.419721,2.429273,3.225196,4.246956,5.050813,5.366680,6.153752,6.883145,
1.425825,2.766808,3.108310,4.200262,4.685202,5.632801,6.234931,6.760155,7.585070,8.155766,8.339793,9.013947,9.175085,9.520859,9.390545,9.614551,9.987487,9.485458,9.370098,9.280374,9.024934,8.884548,8.112125,8.133488,7.661672,6.734519,6.275826,5.533616,4.798425,4.299753,3.368328,2.723167,1.520432,0.993683,-0.198981,-0.700095,-1.596728,-2.714621,-3.520615,-4.149602,-4.687338,-5.713981,-6.472060,-6.838893,-7.549974,-8.007447,-8.156987,-8.665426,-8.905606,-9.144871,-9.316080,-9.369182,-9.613025,-9.747002,-9.609058,-9.233070,-9.392682,-9.056063,-8.369701,-7.713248,-7.310099,-6.737877,-6.332591,-5.672475,-4.575945,-4.270150,-3.143406,-2.204657,-1.918394,-0.944243,-0.159917,1.075777,1.510056,2.782373,3.244118,3.885617,4.631794,5.544603,6.169012,6.978057,
1.659902,2.786340,3.383892,4.250618,5.034028,5.444502,6.485488,7.090365,7.439802,7.869503,8.577227,8.554643,8.831446,9.177831,9.701224,9.869076,9.843135,9.362774,9.303568,9.258095,8.879055,8.903470,8.154241,8.027284,7.383343,6.548051,6.085696,5.712760,4.646748,3.837092,3.449507,2.619404,1.587268,0.631428,0.082400,-1.039766,-1.547288,-2.575457,-3.314615,-4.268014,-4.903409,-5.290689,-6.394543,-6.855068,-7.429731,-8.023621,-8.671529,-8.872341,-9.110691,-9.590442,-9.322184,-9.859920,-9.884640,-9.530625,-9.579150,-9.188208,-9.193091,-8.580584,-8.327280,-8.168889,-7.416303,-7.019562,-6.392102,-5.797296,-4.748985,-4.029359,-3.541063,-2.509537,-1.775567,-0.889615,-0.097964,0.971099,1.497238,2.648091,3.214209,4.301584,5.088046,5.774102,6.099429,6.818445,
1.481979,2.467727,3.097324,4.415418,4.658040,5.880612,6.216620,7.016511,7.490158,7.944273,8.189337,8.894925,9.014557,9.574267,9.531846,9.649342,9.965514,9.809565,9.720756,9.304788,9.061861,9.028291,8.500931,7.839290,7.553331,7.108371,6.083254,5.547960,4.572588,3.907895,3.537706,2.173833,1.540880,0.720847,0.170598,-0.984222,-1.829585,-2.505570,-3.610034,-4.055605,-4.689474,-5.323038,-6.553240,-7.050081,-7.409284,-7.932066,-8.634907,-8.860439,-9.291665,-9.452193,-9.747917,-9.782708,-9.487594,-9.739677,-9.711905,-9.435102,-9.076815,-8.876003,-8.606220,-7.853633,-7.151097,-6.562700,-6.123234,-5.240028,-5.068209,-3.948790,-3.158666,-2.751854,-1.528367,-0.524003,-0.140385,0.791650,1.966613,2.389599,3.491317,4.296091,5.009308,5.503403,6.342662,7.182226,
1.653188,2.844935,3.591723,4.133427,5.032197,5.532701,5.997192,6.801660,7.642750,7.778253,8.626057,8.556475,9.155248,9.438154,9.641713,9.846187,9.575182,9.882504,9.496445,9.067660,9.227271,8.517411,8.320872,7.833186,7.474593,6.624348,6.485794,5.455489,4.920499,4.094668,3.028962,2.766503,1.536607,0.516373,0.145268,-0.904263,-1.536912,-2.804651,-3.564257,-4.073305,-4.670248,-5.417341,-6.087527,-7.137974,-7.353435,-8.120365,-8.138066,-8.785974,-8.884243,-9.503159,-9.832759,-9.750359,-9.788202,-9.857479,-9.814753,-9.183325,-8.923002,-8.788110,-8.227485,-8.037049,-7.114170,-6.550798,-6.230659,-5.318461,-5.086520,-3.852962,-3.479720,-2.212592,-1.740165,-0.538652,-0.069277,0.655232,1.460921,2.497024,3.447676,4.420606,4.936674,5.528733,6.255684,7.164830,
1.980956,2.416456,3.614612,4.031190,4.671468,5.876339,6.144292,6.863308,7.336650,8.172857,8.327280,9.084750,9.209571,9.519333,9.525437,9.743950,9.712516,9.778436,9.483322,9.454939,8.841823,8.988311,8.105411,7.903073,7.557909,6.581622,6.077761,5.350505,4.537492,4.275948,3.430586,2.445448,1.523484,1.088290,0.040590,-1.033357,-1.975158,-2.537919,-3.635365,-3.975341,-5.189062,-5.425886,-6.394848,-6.657613,-7.649770,-8.005310,-8.387707,-9.062777,-8.955351,-9.225135,-9.686575,-9.564196,-9.788812,-9.858089,-9.421979,-9.061251,-9.152501,-8.533891,-8.095035,-7.938169,-7.453230,-7.121799,-6.357921,-5.732292,-5.010834,-4.000671,-3.483383,-2.285226,-1.435896,-0.840480,-0.219733,1.134373,1.955626,2.763146,3.348186,4.350108,5.037690,5.366375,6.032289,6.954863,
1.991028,2.321543,3.592639,3.897519,4.603412,5.646229,6.198004,6.950896,7.418744,8.106326,8.201849,8.825037,9.134800,9.363994,9.288614,9.795831,9.713431,9.409467,9.589221,9.412824,9.061556,8.792383,8.544267,7.949461,7.596973,6.720176,6.484878,5.624256,5.046236,3.802606,3.034761,2.302011,1.921140,0.896329,-0.080264,-1.092868,-1.785333,-2.762841,-3.110141,-3.935057,-5.030671,-5.674306,-6.255379,-6.999115,-7.335734,-8.057802,-8.629109,-8.785363,-9.125950,-9.434797,-9.615162,-9.638966,-9.653005,-9.831233,-9.519944,-9.541002,-8.854335,-8.728294,-8.521073,-7.952208,-7.190161,-6.991180,-6.213874,-5.388043,-5.028840,-4.110843,-3.169347,-2.502213,-1.626331,-0.778222,-0.203253,0.632649,1.733146,2.659383,3.223670,3.859981,5.180822,5.429548,6.176031,7.010407,
1.605579,2.514115,3.306681,4.258248,4.845119,5.411237,6.195563,7.119053,7.217933,8.110294,8.698691,8.697775,8.965117,9.489425,9.721671,9.597461,9.683218,9.378033,9.450972,9.299295,9.206214,8.790246,8.199408,7.653127,7.441939,6.606647,6.250496,5.715812,4.920804,4.271371,2.994476,2.645955,1.894284,0.965911,-0.049135,-1.117893,-1.670278,-2.551958,-3.625904,-4.270760,-4.948271,-5.385296,-6.557817,-6.827601,-7.622303,-8.225959,-8.471633,-8.955657,-9.298074,-9.509262,-9.444868,-9.426252,-9.431135,-9.608142,-9.471725,-9.364299,-9.309671,-8.807947,-8.550676,-8.074282,-7.145299,-6.678976,-6.096072,-5.623341,-4.633015,-4.187140,-3.483077,-2.557451,-1.633961,-0.565508,-0.033570,1.159398,1.458480,2.309030,3.547472,4.399548,5.010529,5.603504,6.376232,6.631977,
1.815546,2.738731,3.167211,4.350414,5.076754,5.548265,6.148869,6.903592,7.621082,8.243660,8.684347,8.972137,8.884854,9.360332,9.376507,9.463485,9.972228,9.551073,9.710074,9.459822,9.233375,8.525956,8.381909,8.051088,7.675710,6.610920,6.309091,5.690176,4.961394,3.900571,3.198340,2.180242,1.827448,1.062960,-0.119327,-1.080355,-1.919309,-2.819300,-3.097324,-3.868831,-5.187536,-5.903195,-6.024049,-7.108371,-7.618336,-8.162481,-8.415479,-9.106723,-8.977935,-9.409162,-9.647816,-9.440901,-9.584338,-9.585864,-9.342631,-9.366741,-9.117710,-9.057588,-8.287912,-8.124943,-7.463301,-6.932585,-6.216926,-5.632801,-4.946135,-4.142582,-3.241066,-2.533952,-1.417280,-0.907926,-0.051271,0.905789,1.854305,2.863247,3.509323,4.068422,4.622944,5.619068,6.182745,6.738487,
1.757561,2.305368,3.089084,4.299753,4.717551,5.419477,6.116214,6.896268,7.546922,7.868282,8.516800,9.042634,9.305399,9.561449,9.439985,9.601733,9.450972,9.436934,9.686270,9.401837,9.215064,9.002960,8.425550,7.710807,7.289041,7.079989,6.462600,5.411237,4.769127,3.905148,3.545640,2.576373,1.599475,0.667745,-0.289315,-1.115452,-1.732536,-2.344432,-3.441572,-4.011048,-4.811243,-5.520188,-6.534623,-7.132481,-7.258217,-8.048036,-8.573565,-8.727989,-9.002655,-9.306314,-9.467147,-9.686270,-9.710379,-9.752190,-9.824519,-9.103671,-8.920255,-9.033174,-8.218940,-7.975097,-7.537156,-6.553850,-6.027406,-5.692618,-5.045930,-4.025391,-3.255409,-2.526933,-1.496628,-0.826746,0.351268,1.217383,1.975158,2.676473,3.490707,3.990600,4.639424,5.429548,6.281014,6.642964,
1.787774,2.863857,3.165685,4.293039,4.800256,5.545213,6.280099,6.719260,7.621998,7.823725,8.321482,9.002960,9.139378,9.175695,9.609668,9.888302,9.784539,9.758599,9.255043,9.369182,8.811609,8.858913,8.161565,7.906430,7.354656,6.914274,6.053957,5.518052,4.621113,4.071474,3.420820,2.249214,1.859798,0.551775,-0.228584,-1.146886,-1.547288,-2.797937,-3.301798,-4.396802,-4.625385,-5.700858,-6.452528,-7.141331,-7.223731,-8.217109,-8.599811,-8.691671,-9.063692,-9.206519,-9.840693,-9.877621,-9.668569,-9.911496,-9.761650,-9.473861,-8.926054,-8.988922,-8.539079,-7.771233,-7.134007,-6.823023,-5.944700,-5.585498,-4.889981,-4.243599,-3.258156,-2.269662,-1.678213,-0.884121,-0.195318,0.971709,1.684011,2.480239,3.339946,3.889279,5.084078,5.583972,6.167180,6.825465,
1.757561,2.779015,3.145848,4.354076,5.045930,5.579699,6.420484,7.201147,7.255165,7.802667,8.664510,8.821680,8.874477,9.156163,9.368267,9.642933,9.508042,9.828791,9.520249,9.519028,9.147618,8.939787,8.595233,8.192083,7.502976,6.941740,6.443373,5.399030,4.946745,3.732414,2.968841,2.132328,1.702628,0.751061,0.198065,-1.109958,-1.761528,-2.367321,-3.374126,-3.970763,-4.702902,-5.906247,-6.549272,-6.751610,-7.671133,-8.182318,-8.211310,-9.075289,-9.432966,-9.175085,-9.728080,-9.668874,-9.504074,-9.908444,-9.674978,-9.345378,-8.837245,-8.900723,-8.476211,-8.160344,-7.520066,-6.923429,-6.073489,-5.425886,-4.641255,-3.989685,-3.028352,-2.558367,-1.579333,-1.008332,-0.162969,1.151769,1.724906,2.758873,3.647877,4.262825,4.855495,5.802789,6.022217,6.910916,
1.687979,2.306589,3.106479,4.119388,5.139927,5.887326,6.590777,7.151097,7.712333,7.924741,8.229926,8.716697,8.850368,9.103061,9.859920,9.803156,9.501938,9.726249,9.290139,9.094516,9.285257,8.475906,8.378857,7.978454,7.196570,6.692709,6.282540,5.366680,4.600055,3.942381,3.170873,2.451857,1.742302,0.941801,-0.195624,-1.179235,-2.059389,-2.580340,-3.330790,-4.146855,-4.909513,-5.620899,-6.329539,-6.980499,-7.555467,-8.059938,-8.315989,-8.789026,-9.087497,-9.562975,-9.634388,-9.476302,-9.973754,-9.854427,-9.287698,-9.380474,-8.972747,-8.691671,-8.616901,-8.113956,-7.184668,-6.566973,-6.134526,-5.285195,-4.592730,-3.866085,-3.514512,-2.477493,-1.754509,-0.718406,0.150761,1.021455,2.000488,2.324900,3.420515,4.358959,4.804224,5.353557,6.188849,6.641743,
1.844844,2.767418,3.529771,4.412061,4.806360,5.514695,6.592303,6.733909,7.392499,7.912839,8.693197,8.930937,9.333476,9.437849,9.763482,9.700308,9.465926,9.469893,9.352397,9.201636,9.301431,8.456984,8.088626,8.106021,7.605823,6.575823,6.390881,5.233924,4.537492,4.252144,3.517869,2.502518,1.787469,0.816675,-0.240791,-0.791040,-1.937010,-2.530290,-3.546556,-4.232002,-4.828639,-5.775323,-6.356395,-6.870022,-7.555162,-8.195135,-8.534806,-8.798791,-9.234291,-9.429914,-9.734794,-9.504379,-9.470199,-9.751885,-9.249550,-9.260842,-8.994720,-8.457595,-8.430738,-8.155461,-7.166662,-6.819361,-5.986816,-5.415815,-4.492630,-3.709830,-3.161412,-2.623676,-1.818598,-0.550249,-0.104984,0.899991,1.645253,2.893460,3.157445,4.350108,4.807276,5.825068,6.044496,6.853542,
1.614429,2.721946,3.576464,4.017762,5.081942,5.568712,6.048769,6.645405,7.301553,8.067873,8.196051,8.906522,9.389935,9.378338,9.568773,9.833979,9.795221,9.393292,9.549242,9.583422,9.161351,9.005707,8.498489,7.622608,7.482833,7.051912,6.228217,5.288247,4.891202,4.283883,3.286843,2.223273,1.516770,0.456557,0.060427,-0.670492,-1.826228,-2.703024,-3.222755,-4.053468,-4.886624,-5.373089,-6.375622,-6.713767,-7.598498,-8.186285,-8.329112,-8.753319,-9.035310,-9.171422,-9.801019,-9.970397,-9.948424,-9.718314,-9.262368,-9.111911,-9.032563,-8.691366,-8.595538,-8.182318,-7.378155,-6.724754,-6.154668,-5.277566,-4.668722,-4.018067,-3.234962,-2.331614,-1.573534,-0.479751,0.142521,0.738548,1.500900,2.856838,3.124180,3.907895,5.042268,5.502182,6.476943,6.851100,
1.977294,2.546770,3.562426,4.258858,4.792932,5.389569,6.283151,6.687521,7.528001,7.842647,8.622700,8.860439,9.363079,9.114658,9.850764,9.847102,9.854427,9.920652,9.451582,9.594409,8.793603,8.554949,8.254952,7.755974,7.437971,6.610004,6.371960,5.465865,5.044404,4.106571,3.415021,2.570269,1.754814,0.709555,-0.390027,-1.254921,-1.820734,-2.798547,-3.312784,-4.181951,-5.076449,-5.915098,-6.442152,-7.079379,-7.386090,-7.710196,-8.724326,-9.006928,-9.132664,-9.541612,-9.724723,-9.529405,-9.649037,-9.612720,-9.805292,-9.128697,-9.008148,-8.707846,-8.521989,-7.693106,-7.130650,-6.530656,-5.951109,-5.560778,-4.754173,-3.772698,-2.945952,-2.299265,-1.532029,-0.749229,0.364086,1.093173,1.792352,2.460707,3.427534,4.379406,4.863430,5.741752,6.360363,7.181616,
1.984313,2.407605,3.231910,3.970458,4.829554,5.927305,6.190374,6.743065,7.317423,8.018433,8.473769,8.959014,9.147313,9.581896,9.545885,9.501328,9.853206,9.541612,9.634999,9.177221,9.365825,9.020661,8.153630,8.089846,7.613758,6.941435,6.191595,5.728629,4.906461,4.010437,2.975555,2.293466,1.544847,0.562456,-0.110477,-1.120029,-1.600085,-2.559587,-3.447371,-4.357433,-4.884487,-5.623951,-6.242866,-7.235939,-7.518845,-7.947325,-8.635517,-9.045991,-9.174169,-9.480270,-9.443953,-9.700003,-9.623707,-9.860836,-9.658498,-9.199805,-9.161351,-8.669393,-8.079470,-7.811213,-7.458724,-6.713462,-6.404309,-5.413678,-4.812769,-4.264657,-2.976470,-2.412488,-1.643727,-0.892361,0.303659,1.101718,1.601001,2.378307,3.492538,4.360485,4.675741,5.947142,6.228828,7.011322,
1.831111,2.636494,3.634449,4.073611,5.219886,5.914792,6.514176,7.150182,7.548753,8.078860,8.341929,9.093295,8.862880,9.238258,9.624928,9.651173,9.721671,9.385662,9.354534,9.235511,9.158910,8.977935,8.211921,8.138676,7.159337,6.715598,6.322520,5.237281,4.988250,4.282357,3.451643,2.511673,1.825617,0.518509,-0.365612,-0.804163,-1.555528,-2.593768,-3.658864,-4.314096,-5.014801,-5.669729,-6.223945,-7.177038,-7.620472,-8.206732,-8.391980,-8.913541,-8.936430,-9.336833,-9.466842,-9.687490,-9.461043,-9.878536,-9.430525,-9.132969,-8.774377,-8.610797,-8.120365,-7.911008,-7.446821,-7.002472,-5.981628,-5.665456,-4.662313,-3.920408,-3.003937,-2.569658,-1.819208,-0.558184,0.052797,1.256447,1.941588,2.885830,3.334452,4.271981,4.810633,5.742668,6.552019,6.899625,
1.733757,2.905362,3.597827,4.352855,5.205847,5.844600,6.320994,6.678365,7.807550,7.785272,8.586688,8.654134,8.931547,9.237342,9.569994,9.619434,9.784234,9.397565,9.619129,9.611194,9.043245,8.836024,8.346202,7.723014,7.307657,6.754662,6.342967,5.727714,4.676351,3.780023,3.412275,2.286142,1.305887,0.570086,-0.290231,-1.233253,-1.514634,-2.800073,-3.706168,-4.005554,-4.912870,-5.595264,-6.314280,-7.247536,-7.464522,-7.950377,-8.462783,-8.833888,-9.452193,-9.295328,-9.597766,-9.611194,-9.610584,-9.498276,-9.680471,-9.481185,-9.097262,-8.663900,-8.604999,-7.642140,-7.152318,-6.606037,-5.914487,-5.452132,-5.001373,-3.925901,-3.426618,-2.306894,-1.854915,-0.937223,0.126957,0.782189,1.635182,2.436293,3.636280,4.334544,5.000763,5.949889,6.610309,6.774194,
2.002625,2.601093,3.404950,4.428846,5.118870,5.943480,6.075014,7.102878,7.661977,8.152104,8.208563,8.706931,8.951079,9.604785,9.848933,9.972839,9.635304,9.912412,9.667653,9.457076,8.951689,8.813440,8.445692,7.944273,7.248146,6.808069,6.047243,5.284890,4.709311,3.909116,3.387555,2.596820,1.339152,0.575579,-0.414747,-0.946989,-1.865596,-2.593463,-3.600574,-4.429151,-5.093234,-5.939817,-6.450697,-7.167272,-7.496872,-8.219855,-8.181402,-8.838771,-9.334086,-9.599292,-9.461348,-9.527573,-9.508652,-9.793085,-9.645375,-9.364910,-9.071627,-8.683126,-8.527482,-7.754448,-7.531968,-6.835841,-5.924558,-5.440840,-4.933622,-4.252144,-3.488571,-2.224189,-1.359905,-0.786157,0.338755,1.008637,1.586657,2.836390,3.422651,4.342784,5.054781,5.960875,6.369518,6.906034,
